Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -rpkm -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM
NR_003681	chr5	129794561	129794676	+	115.0	1	Snora15|MBI-79|-|5|5|snoRNA	0.000	0.000	0.000	0.000	9.757	2.442	0.000	0.000	0.337	0.391	4.776
NM_172497	chr17	53398889	53463321	-	2646.0	1	Efhb|4921525D22Rik|-|17 C|17|protein-coding	0.000	0.000	0.025	0.016	0.000	0.000	0.000	0.000	0.000	0.017	0.000
NM_010782	chr14	56026864	56030495	-	1993.0	1	Mcpt9|MMCP-1|MMCP-9|MMCP9|-|14 C3|14 28.19 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_146727	chr7	103517411	103518382	-	970.0	1	Olfr611|MOR15-1|MOR15-4|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_054057	chr8	27042555	27056132	+	3593.0	1	Prosc|1700024N20Rik|2200002F22Rik|-|8|8 A3|protein-coding	9.440	11.873	10.771	12.417	9.032	10.043	11.437	10.608	12.959	12.443	9.466
NM_028657	chr10	81357570	81364035	+	1690.0	1	Mfsd12|C19orf28|F630110N24Rik|Wdt1|-|10 C1|10|protein-coding	2.031	1.585	4.291	2.477	5.005	4.736	2.253	1.774	1.745	1.967	3.525
NM_001243161	chr8	22060721	22071627	+	4954.0	1	Alg11|AI849156|AW492253|B230397C21|Mmat-4(5)|-|8 A2|8|protein-coding	3.085	1.938	3.726	2.166	4.469	5.229	4.981	3.901	2.185	2.322	4.026
NM_008985	chr1	75247041	75264208	-	3510.0	1	Ptprn|IA-2|mIA-A|mKIAA4064|-|1 C3|1 38.64 cM|protein-coding	0.023	0.000	0.000	0.025	0.221	0.100	0.022	0.000	0.033	0.090	0.385
NM_017401	chr11	5827860	5838016	-	2912.0	1	Polm|AI462166|B230309I03Rik|Tdt-N|RP23-385C16.10-003|11 A1|11|protein-coding	21.401	14.762	15.350	15.680	10.477	16.153	14.046	16.894	15.683	13.964	8.865
NM_001190733	chr5	73491026	73560794	+	4010.0	1	Dcun1d4|AI836376|-|5 C3.3|5|protein-coding	7.337	7.832	6.478	6.547	3.390	5.672	4.891	5.300	5.467	5.491	1.465
NM_001114679	chr11	48946150	48979381	-	3857.0	1	9930111J21Rik1|9930111J21Rik|Iigp|RP23-269N23.3|11 B1.2|11|protein-coding	3.549	4.264	5.504	4.308	2.808	4.969	5.016	3.095	2.927	3.460	3.144
NM_207157	chr4	118829485	118830438	-	952.0	1	Olfr1333|GA_x5J8B7TQTH0-2-774|MOR259-11|MOR259-6|-|4 D2.1|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_175520	chr5	123876736	123880020	-	3282.0	1	Hcar1|Gpr81|-|5 F|5|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_199447	chr19	41862851	41896153	-	4284.0	1	Rrp12|AA408556|AA536972|mKIAA0690|-|19 C3|19|protein-coding	4.684	5.782	10.311	8.490	13.559	10.291	10.943	3.611	5.009	5.475	13.364
NR_015601	chr13	48968112	48969905	+	1459.0	1	Fam120aos|C030044B11Rik|-|13 A5|13|ncRNA	4.369	2.345	5.694	4.035	5.856	5.822	6.369	7.301	4.601	4.096	4.807
NM_011866	chr17	8801745	8986648	+	7693.0	1	Pde10a|-|-|17 A1|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001162493	chr15	78406712	78414015	+	1287.0	1	Mpst|Mst|-|15 E2|15|protein-coding	28.450	28.374	30.122	35.173	25.316	27.765	29.472	19.258	27.375	29.536	24.655
NR_037190	chr10	82629842	82650277	+	2888.0	1	Gm9855|ENSMUSG00000051559|-|10 B2|10|pseudo	0.368	1.741	0.616	1.570	0.911	0.583	0.870	0.445	1.263	1.571	0.673
NM_015775	chr16	97564682	97611195	-	3145.0	1	Tmprss2|D16Ertd61e|-|16 C2|16 57.53 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000
NM_027870	chrX	134756568	134761456	+	3378.0	1	Armcx3|1200004E24Rik|AI450003|ALEX3|-|X E3|X|protein-coding	0.073	0.037	0.254	0.129	0.383	0.062	0.135	0.222	0.287	0.120	0.200
NM_181348	chr19	16956118	17223932	+	12490.0	1	Prune2|6330414G02Rik|A230083H22Rik|A330102H22Rik|Bmcc1|mKIAA0367|-|19 B|19|protein-coding	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.007
NM_001205072	chr7	44467980	44471658	+	901.0	1	Josd2|1110007C05Rik|-|7|7 B2|protein-coding	32.974	15.553	18.001	15.053	23.661	24.622	24.219	22.577	18.690	15.161	18.382
NR_040329	chr7	40849153	40898324	-	2913.0	1	A230077H06Rik|-|RP23-48C24.2|7 B3|7|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_029740	chr16	92478742	92497365	+	700.0	1	2410124H12Rik|-|-|16 C4|16|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_016863	chr12	4833174	4841595	-	974.0	1	Fkbp1b|12.6kDa|AW494148|FKBP12.6|calstabin2|-|12 A1.1|12|protein-coding	0.126	0.762	0.000	0.313	0.399	0.000	0.000	0.110	0.637	1.061	0.000
NM_010003	chr19	39510822	39568529	+	1846.0	1	Cyp2c39|CYPIIC39|-|19 C3|19|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_040754	chr9	42182238	42209231	-	3532.0	1	4930546K05Rik|-|-|9 A5.1|9|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_130859	chr15	78775136	78803042	-	4705.0	1	Card10|AI449026|Bimp1|Carma3|-|15 E1|15|protein-coding	0.460	0.201	0.308	0.343	0.000	0.597	0.534	0.410	0.181	0.392	0.063
NM_146665	chr14	50281228	50282271	-	1041.0	1	Olfr732|MOR241-1|-|14 C3-D1|14|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001244651	chr17	39640957	39645667	+	1164.0	1	Esp15|EG668200|Esp16|Gm9041|-|17 B1|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_011653	chr15	98949847	98953501	-	1585.0	1	Tuba1a|Tuba-1|Tuba1|-|15 F1|15 55.29 cM|protein-coding	62.729	60.901	68.342	71.455	76.806	66.129	66.171	53.127	55.816	63.105	95.806
NM_026134	chrX	111110418	111123874	+	1957.0	1	Cylc1|4930401M13Rik|-|X E1|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_015793	chr9	109271125	109287676	-	1485.0	1	Fbxw14|AU045528|E330009N23Rik|Fbx12|Fbxo12|RP24-344B20.4|9 F2|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_029963	chrX	53048154	53048244	-	90.0	1	Mir450-1|Mirn450-1|-|X|X|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_020046	chr8	109593248	109608673	-	2307.0	1	Dhodh|2810417D19Rik|AI834883|-|8 D3|8|protein-coding	8.290	5.235	8.116	6.862	9.016	9.525	8.782	4.525	5.819	6.466	9.450
NR_076393	chr18	36920305	36922207	+	1902.0	1	Gm6756|EG627427|-|18 B2|18|pseudo	0.021	0.022	0.000	0.000	0.023	0.000	0.020	0.056	0.020	0.000	0.022
NM_020287	chr12	55598917	55602017	+	3098.0	1	Insm2|Mlt1|-|12 C1|12|protein-coding	0.000	0.000	0.000	0.056	0.000	0.000	0.061	0.000	0.000	0.000	0.000
NM_172146	chr5	76913249	76951578	-	3995.0	1	Ppat|5730454C12Rik|AA408689|AA675351|AI507113|C79945|-|5 C3.3|5|protein-coding	6.322	9.904	9.819	8.766	14.324	9.841	9.218	7.504	10.179	12.350	12.480
NM_146339	chr9	19917229	19922510	+	2666.0	1	Olfr77|18A|MOR143-1|-|9 A2-A5|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_033575	chr4	115582038	115583127	-	561.0	1	Cyp4b1-ps2|Gm12839|OTTMUSG00000008630|RP23-118K16.3|4 D1|4|pseudo	0.000	0.000	0.000	0.000	0.462	0.000	0.000	0.000	0.000	0.000	0.075
NR_040340	chr7	68266339	68276594	-	1143.0	1	Gm16157|OTTMUSG00000031023|-|7|7 37.49 cM|ncRNA	0.000	0.036	0.000	0.191	0.415	0.430	0.233	0.000	0.068	0.118	0.037
NM_001081034	chr17	87990859	88065285	-	3988.0	1	Fbxo11|C80048|Jf|-|17 E4|17 57.87 cM|protein-coding	23.999	17.828	24.897	17.584	25.473	26.194	25.153	24.578	22.952	22.252	30.629
NR_045078	chr5	64593863	64610699	-	2868.0	1	Gm3716|Gm1683|-|5 C3.1|5|ncRNA	0.142	0.043	0.023	0.015	0.030	0.196	0.106	0.000	0.027	0.000	0.088
NM_001177524	chr15	74813455	74818815	-	888.0	1	Gml|EG625599|HemT|-|15 D3|15|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_007804	chr5	121860216	122047825	-	5088.0	1	Cux2|1700051K22Rik|Cutl2|Cux-2|ENSMUSG00000072641|-|5 F|5 62.02 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000
NM_178720	chr16	55225175	55283237	-	2575.0	1	Zpld1|9430016A21Rik|-|16 C1.1|16|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_146731	chr7	103338056	103339003	+	946.0	1	Olfr599|MOR23-1|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_146282	chr9	19360415	19361356	-	939.0	1	Olfr846|MOR149-3|-|9 A2-A5|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_178915	chr12	112500184	112511160	-	2367.0	1	Tmem179|AI839735|-|12 F1|12|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001160379	chr9	85320439	85327150	-	5445.0	1	Fam46a|D930050G01Rik|-|9 E3.1|9|protein-coding	8.256	7.797	20.415	8.834	15.027	24.291	20.563	12.447	6.556	7.592	13.106
NM_018821	chr18	88867880	88894207	-	3205.0	1	Socs6|1500012M23Rik|5830401B18Rik|AI447482|Cis4|Cish4|HSPC060|SOCS-4|SOCS-6|SSI4|STAI4|STATI4|Socs4|-|18 E4|18|protein-coding	3.965	3.575	4.711	4.327	6.248	6.374	5.537	5.529	4.722	4.641	5.682
NM_028385	chr6	113077639	113153424	+	6446.0	1	Setd5|2900045N06Rik|C330007C20|C85544|mKIAA1757|-|6 E3|6|protein-coding	20.921	24.591	24.598	22.732	23.177	24.755	24.743	22.281	21.598	23.233	24.456
NM_172534	chr11	89390223	89418948	-	2659.0	1	4932411E22Rik|-|RP23-205A9.2|11 C|11|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_019673	chr3	32708546	32726971	+	1953.0	1	Actl6a|2810432C06Rik|AI851094|ARP4|Actl6|Baf53a|C79802|-|3 A3|3|protein-coding	30.968	41.722	32.306	46.402	36.150	38.139	31.297	24.395	40.729	45.876	33.100
NM_021396	chr19	29410919	29472927	+	3407.0	1	Pdcd1lg2|B7-DC|Btdc|F730015O22Rik|PD-L2|-|19|19 C2-C3|protein-coding	0.072	0.351	0.929	1.242	0.253	1.690	1.084	0.204	0.262	1.451	0.546
NM_177705	chrX	126812462	126834004	-	3629.0	1	4932411N23Rik|-|RP23-267A6.1|X E3|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000
NR_040689	chr5	73268580	73284184	-	572.0	1	1700025M24Rik|-|RP23-153H17.1|5|5|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.000
NM_080595	chr11	5106266	5152222	-	1895.0	1	Emid1|AW122071|CO-5|Emu1|RP23-338J18.3|11 A1|11|protein-coding	0.237	0.065	0.035	0.023	1.549	0.185	0.482	0.311	0.246	0.166	1.828
NM_147219	chr11	110269369	110337716	-	8228.0	1	Abca5|ABC13|B930033A02Rik|mKIAA1888|RP23-328B4.3|11 E1|11|protein-coding	0.055	0.000	0.056	0.000	0.010	0.043	0.014	0.000	0.019	0.000	0.015
NM_015800	chr17	78200248	78376592	+	5976.0	1	Crim1|AU015004|-|17 E2-E3|17|protein-coding	16.897	4.393	22.330	5.875	17.360	25.939	26.753	14.216	2.630	4.504	15.173
NM_001242391	chr17	57249451	57263697	+	2271.0	1	Trip10|AI646975|Cip4|-|17 D|17|protein-coding	3.167	2.414	1.626	2.496	1.273	3.246	2.515	2.357	2.460	2.157	1.563
NM_001037742	chr1	57388244	57406674	-	1403.0	1	Tyw5|1110034B05Rik|-|1 C1.3|1|protein-coding	4.660	6.551	5.122	6.807	6.613	4.403	4.995	4.884	7.301	9.544	4.728
NR_033140	chr4	53261356	53265492	-	2121.0	1	AI427809|Gm1659|-|4 B2|4|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001127354	chr11	99602646	99603308	-	660.0	1	Gm11938|-|RP23-272C1.9|11 D|11|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_024254	chr2	112379211	112414237	+	2871.0	1	Katnbl1|2410042D21Rik|AA166487|AA473307|AI467442|RP23-208E23.2|2|2 E4|protein-coding	2.292	5.283	2.733	4.147	2.074	4.450	2.600	2.088	4.947	4.805	1.295
NM_013549	chr3	96239779	96240334	-	553.0	2	Hist2h2aa1|AI448581|H2a-614|H2a-615|Hist2|-|3 F1-F2|3 41.69 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000
NM_001038695	chr6	71588970	71632917	-	4801.0	1	Kdm3a|1700105C21Rik|C230043E16Rik|JHDM2a|Jmjd1|Jmjd1a|KDM2A|TGSA|Tsga|-|6 C1|6|protein-coding	26.174	19.608	23.125	20.647	27.190	23.806	24.463	28.600	21.595	22.144	29.394
NM_177271	chr10	9627259	9675208	-	2491.0	1	Samd5|E130306M17Rik|-|10 A1|10|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_015780	chr1	139547064	139560222	-	1724.0	1	Cfhr1|AI194696|CFHRB|Cfhl1|-|1 F|1|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_030729	chr9	36134287	36135630	-	412.0	1	Gm3434|-|RP23-319C8.4|9 A4|9|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_030558	chr16	17835276	17838186	-	1095.0	1	Car15|AI315043|Ca15|Cals2|-|16 A3|16 11.05 cM|protein-coding	6.680	2.936	3.372	2.469	6.187	2.244	3.895	4.155	2.480	2.298	3.473
NM_001143956	chr1	163702993	163725232	-	1047.0	1	Mettl11b|Gm207|NTM1B|-|1 H2.2|1|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001081148	chr7	26665227	26686430	-	2172.0	1	Cyp2b23|EG243881|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_027363	chr7	122219496	122222539	+	1162.0	1	Chp2|2010110P09Rik|Cbhp2|-|7|7 F3|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_146122	chr2	37798990	38287384	-	4328.0	1	Dennd1a|6030446I19Rik|connecdenn|RP23-399K8.1|2 B|2|protein-coding	6.921	5.076	6.048	4.232	8.964	6.553	7.391	7.260	5.352	4.111	7.224
NM_133364	chr12	103196908	103242146	-	898.0	1	Prima1|B230212M13Rik|BB120497|PRiMA|-|12|12 F1|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001205034	chr10	77798387	77799133	-	745.0	1	Gm19668|-|-|10|10 39.72 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_134183	chr6	57843564	57844457	-	892.0	1	Vmn1r21|V1rc28|-|6 B3|6|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_049196	chr19	58051167	58051236	+	69.0	1	Mir5623|mmu-mir-5623|-|19|19|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_033588	chr8	45060702	45065418	-	2390.0	1	AY512931|-|-|8 B1.1|8|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_172977	chr2	28822300	28840360	-	7013.0	1	Gtf3c4|5330400C03|AI426938|AU014771|AU017413|KAT12|TFIIIC90|RP23-338O4.3|2 A3|2|protein-coding	5.070	4.602	5.565	4.540	7.120	4.174	5.251	4.534	4.388	4.812	6.218
NM_183183	chr6	59352461	59426290	-	3096.0	1	Gprin3|C030038J10Rik|C730021L23|-|6 B3|6|protein-coding	8.672	10.464	13.480	10.339	3.513	12.472	10.923	7.331	2.857	3.106	3.316
NM_205844	chr9	76164102	76213657	-	2069.0	1	Gfral|AY457637|Gral|-|9 D|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001079513	chrX	38189793	38197046	+	4944.0	1	Zbtb33|AW260253|E130014G12Rik|Kaiso|Znf-kaiso|RP23-322E15.9|X A3.3|X|protein-coding	7.547	10.988	8.401	8.362	12.028	12.879	10.538	12.116	12.494	12.796	11.375
NM_001163635	chr19	36834232	36893477	+	6452.0	1	Tnks2|5430432P15Rik|AA517131|AI662480|ARTD6|TNKS-2|Tank2|-|19 C2|19|protein-coding	39.466	39.446	41.599	38.223	56.692	49.998	44.104	43.161	37.082	42.147	47.143
NR_105908	chr13	55453106	55453171	+	65.0	1	Mir6943|mmu-mir-6943|-|-|ncRNA	46.524	37.411	57.815	50.320	35.187	50.763	60.347	27.178	16.118	29.034	66.952
NM_001199953	chr9	35685079	35687371	-	383.0	1	Gm17252|Pate|-|9 A4|9 20.39 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001278075	chr1	78417958	78488897	-	2071.0	1	Farsb|C76708|Farsa|Farsl|Farslb|Frsb|-|1 C4|1|protein-coding	14.128	18.250	18.337	20.300	33.048	25.865	23.611	12.485	19.317	23.020	26.746
NM_001013365	chr11	4236785	4241026	+	1902.0	1	Osm|OncoM|RP23-453B22.1|11 A1|11 2.94 cM|protein-coding	10.055	4.096	7.695	3.990	4.833	7.013	10.152	8.556	6.691	5.504	7.975
NM_001145452	chr17	80307407	80388689	+	3241.0	1	Arhgef33|Gm941|-|17 E3|17|protein-coding	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.036	0.000	0.000
NR_028401	chr9	15306214	15316997	+	1277.0	1	Taf1d|2810003M17Rik|4930553M18Rik|5930426I11Rik|Josd3|TAF(I)41|TAFI41|-|9|9 A3|protein-coding	8.352	15.105	12.494	15.129	14.734	12.205	12.257	12.953	19.568	20.232	12.077
NM_001104639	chr6	123778971	123816280	+	2558.0	1	Vmn2r24|EG243628|-|6 F2|6|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_026430	chr1	43750231	43827708	-	1247.0	1	Uxs1|1600025I13Rik|AI451869|AI649125|AW550562|-|1 C1.1|1|protein-coding	4.096	7.404	2.961	3.812	4.014	5.686	3.879	3.907	6.161	6.270	3.727
NM_007708	chr5	115845656	116006341	+	6847.0	1	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5 F|5|protein-coding	1.241	12.497	1.338	6.484	0.221	1.805	1.785	0.790	10.269	6.044	0.160
NM_009510	chr17	6738131	6782780	-	3055.0	1	Ezr|AW146364|R75297|Vil2|p81|-|17 A1|17|protein-coding	75.056	120.032	76.353	112.403	106.056	81.740	81.901	80.044	160.566	142.992	124.569
NM_001198841	chr7	48830398	48848051	-	889.0	1	Csrp3|CRP3|MLP|MMLP|-|7 B4|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.051	0.000
NM_001159589	chr10	63319005	63339035	-	3783.0	1	Sirt1|AA673258|SIR2L1|Sir2|Sir2a|Sir2alpha|-|10 B4|10|protein-coding	10.792	14.817	11.868	12.543	12.571	11.617	11.154	13.174	17.796	16.308	14.877
NM_001081285	chr4	60003549	60006214	+	533.0	1	Mup6|Gm12544|Mup2|OTTMUSG00000007423|CU075549.1|4 B3|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_028730	chr6	121183667	121196185	+	4079.0	1	Pex26|4632428M11Rik|AI853212|-|6 F1|6|protein-coding	3.817	2.011	4.170	2.149	4.898	3.494	3.688	3.622	1.731	1.785	3.398
NM_176840	chr16	33185071	33243312	+	4506.0	1	Osbpl11|9430097N02Rik|AI132306|AU019795|ORP-11|-|16 B3|16|protein-coding	10.475	8.397	8.940	7.423	13.523	9.784	11.089	10.181	8.680	9.104	12.133
NM_028099	chr6	85942269	85961667	-	6423.0	1	Dusp11|2010300F21Rik|AI481497|-|6 C3|6|protein-coding	27.485	29.781	28.638	30.778	38.478	35.359	31.330	34.630	38.137	38.504	34.009
NM_007438	chr7	126795234	126799254	-	1500.0	1	Aldoa|Aldo-1|Aldo1|RP24-191C1.1|7|7 F4|protein-coding	192.531	249.658	219.941	315.275	212.923	252.359	254.600	143.823	250.866	305.066	187.653
NR_111937	chr7	102223028	102238564	+	1762.0	1	Pgap2|1810006G21Rik|C76649|Frag1|-|7 E3|7|protein-coding	8.790	11.509	6.548	12.252	9.674	8.606	7.954	11.393	14.578	13.516	7.529
NM_019871	chr11	69759886	69761844	-	1494.0	1	Slc35g3|Amac1|RP23-422L16.18-001|11|11 B4|protein-coding	0.027	0.248	0.177	0.000	0.087	0.047	0.025	0.000	0.000	0.000	0.000
NM_198191	chr2	32575819	32583779	+	1461.0	1	Pip5kl1|BC028795|RP23-255P20.7|2 B|2|protein-coding	0.028	0.169	0.000	0.119	0.384	0.000	0.000	0.183	0.212	0.215	0.029
NM_001122977	chr17	13948373	13950678	+	1599.0	1	Gm7168|EG635895|-|17 A2|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_009682	chr7	79875325	79920640	-	5796.0	1	Ap3s2|[s]3B|-|7 D3|7|protein-coding	7.981	8.142	9.612	9.518	8.883	7.873	8.772	8.451	8.221	8.721	7.312
NM_033080	chr7	35547185	35555928	-	1917.0	1	Nudt19|D7Rp2|D7Rp2-r|D7Rp2-s|D7Rp2e|RP2-r|RP2-s|-|7 B2|7 21.37 cM|protein-coding	13.899	16.641	11.556	19.314	12.494	12.415	11.562	13.264	18.075	17.204	7.846
NM_030262	chr10	77259300	77269586	+	2208.0	1	Pofut2|2310011G23Rik|AI256847|BC003494|C21orf80|FUT13|-|10 C1|10|protein-coding	12.752	11.163	12.571	13.075	14.150	11.287	11.625	12.340	12.301	13.105	15.289
NM_030016	chr3	116581336	116614587	-	3145.0	1	Trmt13|4631408H19Rik|A330067P21|A930028L21Rik|Ccdc76|-|3 G1|3|protein-coding	2.833	3.001	3.627	4.465	2.785	2.433	2.531	4.374	4.195	3.658	3.197
NM_001085538	chr4	73872220	73876234	-	1284.0	3	Gm11757|OTTMUSG00000004012|RP23-292J1.2|4 C3|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_011377	chr16	94085260	94127032	+	3657.0	1	Sim2|bHLHe15|-|16 C3.3-C4|16 55.05 cM|protein-coding	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_153077	chr2	24291196	24293820	+	532.0	1	Il1f10|-|RP23-176J12.7|2 A3|2 16.32 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_172888	chr6	48986861	48991724	+	2770.0	1	Svs1|9530003A11|-|6 B2.3|6|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_010214	chr10	85097019	85102495	-	2666.0	1	Fhl4|-|-|10 C1|10|protein-coding	0.169	0.216	0.371	0.409	0.259	0.342	0.371	0.161	0.335	0.556	0.333
NM_007908	chr7	120842831	120907219	+	6329.0	1	Eef2k|C86191|eEF-2K|-|7|7 F3|protein-coding	0.620	0.247	1.010	0.751	4.732	2.141	2.028	1.226	1.208	1.065	5.681
NM_012051	chr3	87525578	87540158	+	5133.0	1	Etv3|AI414410|METS|Pe1|-|3 F1|3|protein-coding	5.987	8.929	8.028	10.968	20.488	9.150	9.170	4.338	8.723	11.187	17.977
NM_008259	chr12	57540632	57546121	-	3183.0	1	Foxa1|Hnf-3a|Hnf3a|Tcf-3a|Tcf3a|-|12 C1|12 24.7 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.049	0.042	0.000
